,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Report"" for : ANDAMAN AND NICOBAR ISLANDS for year 2016-2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assessment Year,2016-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Top View,DISTRICT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
View,admin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computation Type,normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.No,STATE,DISTRICT,ASSESSMENT UNIT,Rainfall (mm),,,,Total Geographical Area (ha),,,,,,Ground Water Recharge (ham),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inflows and Outflows (ham),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Annual Ground water Recharge (ham),,,,Environmental Flows (ham),,,,Annual Extractable Ground water Resource (ham),,,,Ground Water Extraction for all uses (ha.m),,,,,,,,,,,,,,,,Stage of Ground Water Extraction (%),,,,Allocation of Ground Water Resource for Domestic Utilisation for projected year 2025 (ham),,,,Net Annual Ground Water Availability for Future Use (ham),,,,Quality Tagging,,,,,,Additional Potential Resources Under Specific Conditions(ham),,,Coastal Areas,,,,In-Storage Unconfined Ground Water Resources(ham),,Total Ground Water Availability in Unconfined Aquifier (ham),,Dynamic Confined Ground Water Resources(ham),,In-Storage Confined Ground Water Resources(ham),,Total Confined Ground Water Resources (ham),,Dynamic Semi Confined Ground Water Resources (ham),,In-Storage Semi Confined Ground Water Resources (ham),,Total Semi-Confined Ground Water Resources (ham),,Total Ground Water Availability in the area (ham),
,,,,,,,,Recharge Worthy Area (ha),,,,Hilly Area,Total,Rainfall Recharge,,,,Canals,,,,Surface Water Irrigation,,,,Ground Water Irrigation,,,,Tanks and Ponds,,,,Water Conservation Structure,,,,Pipelines,,,,Sewages and Flash Flood Channels,,,,C,NC,PQ,Total,Base Flow,,,,Stream Recharges,,,,Lateral Flows,,,,Vertical Flows,,,,Evaporation,,,,Transpiration,,,,Evapotranspiration,,,,C,NC,PQ,Total,,,,,,,,,,,,,Domestic,,,,Industrial,,,,Irrigation,,,,C,NC,PQ,Total,,,,,,,,,,,,,Major Parameter Present,,,Other Parameters Present,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,CHHATTISGARH,SURGUJA,,0,0,0,0,0,0,0,0,0,0,,,,39595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45294,,,,3756,,,,41537,,,,2094,,,,5,,,,12120,,,,14218,,,,34,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
98,DADRA AND NAGAR HAVELI,DADRA NAGAR HAVELI,,,,,,0,0,0,0,0,0,,,,6067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6862,,,,343,,,,6519,,,,1292,,,,,,,,750,,,,2043,,,,31,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
99,DAMAN AND DIU,DAMAN,,,,,,0,0,0,0,0,0,,,,1172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1304,,,,65,,,,1239,,,,198,,,,35,,,,402,,,,635,,,,51,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
100,DAMAN AND DIU,DIU,,,,,,0,0,0,0,0,0,,,,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471,,,,47,,,,424,,,,50,,,,9,,,,327,,,,386,,,,91,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
101,DELHI,CENTRAL,,0,0,0,0,0,0,0,0,0,0,,,,841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2541,,,,164,,,,2376,,,,1681,,,,51,,,,190,,,,1921,,,,81,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
102,DELHI,EAST,,0,0,0,0,0,0,0,0,0,0,,,,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1498,,,,113,,,,1384,,,,692,,,,119,,,,690,,,,1501,,,,108,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
103,DELHI,NAZUL LAND,,0,0,0,0,0,0,0,0,0,0,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639,,,,64,,,,575,,,,400,,,,0,,,,0,,,,400,,,,70,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
104,DELHI,NEW DELHI,,0,0,0,0,0,0,0,0,0,0,,,,2224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3429,,,,212,,,,3217,,,,3426,,,,747,,,,955,,,,5128,,,,159,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
105,DELHI,NORTH,,0,0,0,0,0,0,0,0,0,0,,,,4182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9600,,,,480,,,,9120,,,,5699,,,,93,,,,1868,,,,7660,,,,84,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
106,DELHI,NORTH EAST,,0,0,0,0,0,0,0,0,0,0,,,,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1067,,,,90,,,,978,,,,817,,,,4,,,,329,,,,1150,,,,118,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
107,DELHI,NORTH WEST,,0,0,0,0,0,0,0,0,0,0,,,,1736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4172,,,,209,,,,3963,,,,1901,,,,148,,,,712,,,,2760,,,,70,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
108,DELHI,SHAHDARA,,0,0,0,0,0,0,0,0,0,0,,,,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622,,,,59,,,,564,,,,788,,,,97,,,,57,,,,942,,,,167,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
109,DELHI,SOUTH,,0,0,0,0,0,0,0,0,0,0,,,,1758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1918,,,,112,,,,1807,,,,3485,,,,653,,,,467,,,,4605,,,,255,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
110,DELHI,SOUTH EAST,,0,0,0,0,0,0,0,0,0,0,,,,1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1707,,,,142,,,,1565,,,,1731,,,,122,,,,1427,,,,3279,,,,210,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
111,DELHI,SOUTH WEST,,0,0,0,0,0,0,0,0,0,0,,,,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2380,,,,238,,,,2142,,,,2102,,,,306,,,,2076,,,,4483,,,,209,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
112,DELHI,WEST,,0,0,0,0,0,0,0,0,0,0,,,,1077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2526,,,,126,,,,2400,,,,1735,,,,142,,,,284,,,,2161,,,,90,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
113,GOA,GOA NORTH,,0,0,0,0,0,0,0,0,0,0,,,,8307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14111,,,,5644,,,,8466,,,,1484,,,,,,,,838,,,,2322,,,,27,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
114,GOA,SOUTH GOA,,0,0,0,0,0,0,0,0,0,0,,,,11333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12612,,,,5045,,,,7567,,,,1829,,,,,,,,1220,,,,3049,,,,40,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
115,GUJARAT,AHMEDABAD,,0,0,0,0,0,0,0,0,0,0,,,,39237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57846,,,,2892,,,,54954,,,,3121,,,,551,,,,35902,,,,39574,,,,72,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
116,GUJARAT,AMRELI,,0,0,0,0,0,0,0,0,0,0,,,,104009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126143,,,,6307,,,,119836,,,,1993,,,,352,,,,70916,,,,73260,,,,61,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
117,GUJARAT,ANAND,,0,0,0,0,0,0,0,0,0,0,,,,31574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67776,,,,3389,,,,64387,,,,2899,,,,511,,,,24646,,,,28057,,,,44,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
118,GUJARAT,ARVALLI,,0,0,0,0,0,0,0,0,0,0,,,,54198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66908,,,,3345,,,,63562,,,,1445,,,,255,,,,34790,,,,36489,,,,57,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
119,GUJARAT,BANASKANTHA,,0,0,0,0,0,0,0,0,0,0,,,,108742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147567,,,,7378,,,,140189,,,,3805,,,,671,,,,153016,,,,157492,,,,112,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
120,GUJARAT,BHARUCH,,0,0,0,0,0,0,0,0,0,0,,,,38579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53462,,,,2673,,,,50789,,,,1478,,,,260,,,,15137,,,,16875,,,,33,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
121,GUJARAT,BHAVNAGAR,,0,0,0,0,0,0,0,0,0,0,,,,60632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81961,,,,4098,,,,77863,,,,2766,,,,488,,,,43098,,,,46352,,,,60,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
122,GUJARAT,BOTAD,,0,0,0,0,0,0,0,0,0,0,,,,30879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37471,,,,1874,,,,35597,,,,846,,,,149,,,,21385,,,,22380,,,,63,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
123,GUJARAT,CHHOTA UDEPUR,,0,0,0,0,0,0,0,0,0,0,,,,19160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35626,,,,1781,,,,33845,,,,1435,,,,253,,,,14573,,,,16262,,,,48,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
124,GUJARAT,DAHOD,,0,0,0,0,0,0,0,0,0,0,,,,22692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41485,,,,2074,,,,39410,,,,2914,,,,515,,,,14643,,,,18072,,,,46,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
125,GUJARAT,DANG,,0,0,0,0,0,0,0,0,0,0,,,,5166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8574,,,,429,,,,8145,,,,329,,,,58,,,,610,,,,997,,,,12,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
126,GUJARAT,DEVBHUMI DWARKA,,0,0,0,0,0,0,0,0,0,0,,,,25540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30444,,,,1523,,,,28921,,,,902,,,,159,,,,17534,,,,18596,,,,64,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
127,GUJARAT,GANDHINAGAR,,0,0,0,0,0,0,0,0,0,0,,,,33505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43476,,,,2174,,,,41302,,,,1739,,,,307,,,,40954,,,,42999,,,,104,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
128,GUJARAT,GIR SOMNATH,,0,0,0,0,0,0,0,0,0,0,,,,42519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51759,,,,2588,,,,49171,,,,1118,,,,197,,,,28809,,,,30124,,,,61,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
129,GUJARAT,JAMNAGAR,,0,0,0,0,0,0,0,0,0,0,,,,65639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79284,,,,3964,,,,75319,,,,1675,,,,296,,,,45687,,,,47657,,,,63,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
130,GUJARAT,JUNAGADH,,0,0,0,0,0,0,0,0,0,0,,,,87552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104152,,,,5208,,,,98944,,,,1984,,,,350,,,,61233,,,,63567,,,,64,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
131,GUJARAT,KACHCHH,,0,0,0,0,0,0,0,0,0,0,,,,72505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103401,,,,5170,,,,98231,,,,2055,,,,363,,,,64042,,,,66461,,,,68,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
132,GUJARAT,KHEDA,,0,0,0,0,0,0,0,0,0,0,,,,36372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70177,,,,3509,,,,66668,,,,2779,,,,491,,,,29286,,,,32557,,,,49,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
133,GUJARAT,MAHESANA,,0,0,0,0,0,0,0,0,0,0,,,,88305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114940,,,,5747,,,,109193,,,,2650,,,,468,,,,122279,,,,125396,,,,115,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
134,GUJARAT,MAHISAGAR,,0,0,0,0,0,0,0,0,0,0,,,,22395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37044,,,,1852,,,,35192,,,,1405,,,,247,,,,11980,,,,13631,,,,39,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
135,GUJARAT,MORBI,,0,0,0,0,0,0,0,0,0,0,,,,48354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58595,,,,2930,,,,55666,,,,965,,,,170,,,,32589,,,,33724,,,,61,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
136,GUJARAT,NARMADA,,0,0,0,0,0,0,0,0,0,0,,,,11504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25177,,,,1259,,,,23918,,,,826,,,,145,,,,3661,,,,4632,,,,19,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
137,GUJARAT,NAVSARI,,0,0,0,0,0,0,0,0,0,0,,,,42110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60236,,,,3012,,,,57225,,,,1803,,,,318,,,,18423,,,,20544,,,,36,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
138,GUJARAT,PANCHMAHAL,,0,0,0,0,0,0,0,0,0,0,,,,27302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48275,,,,2414,,,,45861,,,,2516,,,,445,,,,22095,,,,25056,,,,55,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
139,GUJARAT,PATAN,,0,0,0,0,0,0,0,0,0,0,,,,21369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40273,,,,2014,,,,38259,,,,739,,,,130,,,,37698,,,,38567,,,,101,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
140,GUJARAT,PORBANDAR,,0,0,0,0,0,0,0,0,0,0,,,,18218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21750,,,,1088,,,,20663,,,,502,,,,61,,,,14175,,,,14738,,,,71,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
141,GUJARAT,RAJKOT,,0,0,0,0,0,0,0,0,0,0,,,,115746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156554,,,,7828,,,,148726,,,,2451,,,,433,,,,93071,,,,95956,,,,65,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
142,GUJARAT,RANA AND KUTCH,,0,0,0,0,0,0,0,0,1711000,1711000,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,0,,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,0,0,,,,,0,0,0,0,0,,0,,0,,,,,,,,0,0
143,GUJARAT,SABARKANTHA,,0,0,0,0,0,0,0,0,0,0,,,,64747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89348,,,,4467,,,,84881,,,,1983,,,,350,,,,57123,,,,59455,,,,70,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
144,GUJARAT,SURAT,,0,0,0,0,0,0,0,0,0,0,,,,63920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111163,,,,5558,,,,105605,,,,3226,,,,567,,,,32837,,,,36630,,,,35,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
145,GUJARAT,SURENDRANAGAR,,0,0,0,0,0,0,0,0,0,0,,,,58511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71734,,,,3587,,,,68148,,,,1205,,,,213,,,,38159,,,,39576,,,,58,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
146,GUJARAT,TAPI,,0,0,0,0,0,0,0,0,0,0,,,,30889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44170,,,,2208,,,,41961,,,,1116,,,,198,,,,16673,,,,17986,,,,43,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
147,GUJARAT,VADODARA,,0,0,0,0,0,0,0,0,0,0,,,,68428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101938,,,,5097,,,,96841,,,,2981,,,,526,,,,52570,,,,56077,,,,58,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
148,GUJARAT,VALSAD,,0,0,0,0,0,0,0,0,0,0,,,,35143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48150,,,,2408,,,,45742,,,,2959,,,,523,,,,14504,,,,17986,,,,39,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
149,HARYANA,AMBALA,,0,0,0,0,0,0,0,0,0,0,,,,38936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56502,,,,5650,,,,50852,,,,10110,,,,4965,,,,36060,,,,51135,,,,101,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
150,HARYANA,BHIWANI,,0,0,0,0,0,0,0,0,0,0,,,,20169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45309,,,,4531,,,,40778,,,,2400,,,,305,,,,45012,,,,47717,,,,117,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
151,HARYANA,CHARKHI DADRI,,0,0,0,0,0,0,0,0,0,0,,,,12209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18569,,,,1857,,,,16712,,,,1300,,,,68,,,,25307,,,,26675,,,,160,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
152,HARYANA,FARIDABAD,,0,0,0,0,0,0,0,0,0,0,,,,8439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16378,,,,1638,,,,14740,,,,1988,,,,3872,,,,12691,,,,18551,,,,126,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
153,HARYANA,FATEHABAD,,0,0,0,0,0,0,0,0,0,0,,,,17361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63987,,,,6399,,,,57588,,,,642,,,,164,,,,92158,,,,92964,,,,161,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
154,HARYANA,GURGAON,,0,0,0,0,0,0,0,0,0,0,,,,16273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21196,,,,2119,,,,19077,,,,4235,,,,15967,,,,21920,,,,42122,,,,221,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
155,HARYANA,HISAR,,0,0,0,0,0,0,0,0,0,0,,,,26104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71051,,,,7105,,,,63946,,,,777,,,,275,,,,65218,,,,66269,,,,104,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
156,HARYANA,JHAJJAR,,0,0,0,0,0,0,0,0,0,0,,,,14861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38102,,,,3810,,,,34292,,,,473,,,,79,,,,20620,,,,21172,,,,62,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
